label,element,arg1,arg2
C,Vehicle,,
C,Manufacturer,,
C,PriceClass,,
C,RentalPrice,,
C,Customer,,
C,RentalPlan,,
C,Reservation,,
C,RentalForm,,
C,Salesperson,,
C,Contract,,
C,Invoice,,
C,Company,,
C,CreditCard,,
C,CreditCardProcessingCompany,,
C,Car,,
C,Transmission,,
C,ModelOfCar,,
C,Location,,
C,Options,,
C,AdditionalCharge,,
A,status,Vehicle,
A,rentalPrice,RentalPrice,
A,purchasePrice,Vehicle,
A,repairStatus,Vehicle,
A,maintenanceStatus,Vehicle,
A,disposalStatus,Vehicle,
A,numberOfDoors,Car,
A,bodyStyle,Car,
A,type,Transmission,
A,depreciation,Vehicle,
A,reservationTime,Reservation,
A,periodOfTime,Reservation,
A,method,Reservation,
A,status,Reservation,
A,status,RentalForm,
A,status,Contract,
A,status,Invoice,
A,rentalCharge,Invoice,
A,number,CreditCard,
A,processed,Invoice,
A,make,Manufacturer,
A,name,ModelOfCar,
A,address,Location,
A,description,Options,
A,amount,AdditionalCharge,
V,available,status,
V,not available,status,
V,rented out,status,
V,automatic,type,
V,manual,type,
V,two,numberOfDoors,
V,four,numberOfDoors,
V,sedan,bodyStyle,
V,hatchback,bodyStyle,
V,voided,status,
V,opened,status,
V,closed,status,
V,in person,method,
V,by phone,method,
V,daily unlimited miles plan,RentalPlan,
V,weekend savings plan,RentalPlan,
AS,manufacture,Manufacturer,Vehicle,
AS,hasPriceClass,Vehicle,PriceClass,
AS,hasRentalPrice,Vehicle,RentalPrice,
AS,purchase,Customer,Vehicle,
AS,repair,Vehicle,Vehicle,
AS,maintain,Vehicle,Vehicle,
AS,dispose,Vehicle,Vehicle,
AS,hasTransmission,Car,Transmission,
AS,hasModel,Manufacturer,ModelOfCar,
AS,hasOptions,Vehicle,Options,
AS,incursAdditionalCharge,Vehicle,AdditionalCharge,
AS,locatedAt,Vehicle,Location,
AS,takenFrom,Vehicle,Location,
AS,returnedTo,Vehicle,Location,
AS,select,Customer,Vehicle,
AS,choose,Customer,RentalPlan,
AS,make,Customer,Reservation,
AS,void,Customer,Reservation,
AS,process,Salesperson,Reservation,
AS,archive,Salesperson,Reservation,
AS,sign,Customer,Contract,
AS,block,Reservation,Vehicle,
AS,makeInvoice,Salesperson,Invoice,
AS,cover,Invoice,RentalForm,
AS,checkOut,Customer,Vehicle,
AS,pay,Customer,Invoice,
AS,sendTo,Invoice,Company,
AS,processCreditCard,CreditCardProcessingCompany,CreditCard,
AS,hasRentals,Customer,Vehicle,
I,ISA,Car,Vehicle,
I,ISA,PassengerCar,Car,
AG,Part-of,Salesperson,Company,
AG,Part-of,Customer,Company,
AG,Part-of,ReservationForm,FileCabinet,
AG,Part-of,Invoice,FileCabinet,
AG,Part-of,Contract,FileCabinet,
AC,Rental(periodOfTime,rentalCharge),Customer,Vehicle
